COD_ESTRUTURADO,NOME_UNIDADE,NOME_CENTRO,SIGLA_CENTRO,TIPO_UNIDADE,SITUACAO
08.49.00.00.0.0,Departamento de Letras Clássicas e Lingüística,Centro de Artes e Letras,CAL,Departamento Didático,Formal
08.37.00.00.0.0,Departamento de Letras Estrangeiras e Modernas,Centro de Artes e Letras,CAL,Departamento Didático,Formal
08.38.00.00.0.0,Departamento de Letras Vernáculas,Centro de Artes e Letras,CAL,Departamento Didático,Formal
08.39.00.00.0.0,Departamento de Música,Centro de Artes e Letras,CAL,Departamento Didático,Formal
02.75.00.00.0.0,Departamento de Ecologia e Evolução,Centro de Ciências Naturais e Exatas,CCNE,Departamento Didático,Formal
02.31.00.00.0.0,Departamento de Estatística,Centro de Ciências Naturais e Exatas,CCNE,Departamento Didático,Formal
02.34.00.00.0.0,Departamento de Matemática,Centro de Ciências Naturais e Exatas,CCNE,Departamento Didático,Formal
03.31.00.00.0.0,Depto da Clínica de Grandes Animais,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
03.32.00.00.0.0,Depto da Clínica de Pequenos Animais,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
03.33.00.00.0.0,Departamento de Educação Agrícola e Extensão Rural,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
03.38.00.00.0.0,Departamento de Solos,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
04.31.00.00.0.0,Departamento de Cirurgia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.32.00.00.0.0,Departamento de Clínica Médica,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
08.40.00.00.0.0,Departamento de Artes Cênicas,Centro de Artes e Letras,CAL,Departamento Didático,Formal
08.35.00.00.0.0,Departamento de Artes Visuais,Centro de Artes e Letras,CAL,Departamento Didático,Formal
06.38.00.00.0.0,Departamento de Filosofia,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.40.00.00.0.0,Departamento de História,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.96.00.00.0.0,Departamento de Turismo,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
05.24.00.00.0.0,Departamento de Educacao Especial,Centro de Educação,CE,Departamento Didático,Formal
05.22.00.00.0.0,Departamento de Fundamentos da Educação,Centro de Educação,CE,Departamento Didático,Formal
05.23.00.00.0.0,Departamento de Metodologia do Ensino,Centro de Educação,CE,Departamento Didático,Formal
05.26.00.00.0.0,Departamento de Políticas e Gestão Educacional,Centro de Educação,CE,Departamento Didático,Formal
09.15.00.00.0.0,Departamento de Desportos Coletivos,Centro de Educação Física e Desportos,CEFD,Departamento Didático,Formal
09.16.00.00.0.0,Departamento de Desportos Individuais,Centro de Educação Física e Desportos,CEFD,Departamento Didático,Formal
09.17.00.00.0.0,Departamento de Métodos e Técnicas Desportivas,Centro de Educação Física e Desportos,CEFD,Departamento Didático,Formal
07.46.00.00.0.0,Departamento de Arquitetura e Urbanismo,Centro de Tecnologia,CT,Departamento Didático,Formal
04.60.00.00.0.0,Departamento de Fisiologia e Farmacologia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.38.00.00.0.0,Departamento de Ginecologia e Obstetrícia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.41.00.00.0.0,Departamento de Neuropsiquiatria,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.44.00.00.0.0,Departamento de Patologia,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
04.45.00.00.0.0,Departamento de Pediatria e Puericultura,Centro de Ciências da Saúde,CCS,Departamento Didático,Formal
06.35.00.00.0.0,Departamento de Arquivologia,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.30.00.00.0.0,Departamento de Ciências Administrativas,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.33.00.00.0.0,Departamento de Ciências Contábeis,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.31.00.00.0.0,Departamento de Ciências da Comunicação,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.55.00.00.0.0,Departamento de Ciências Sociais,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.34.00.00.0.0,Departamento de Direito,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
06.95.00.00.0.0,Departamento de Economia e Relações Internacionais,Centro de Ciências Sociais e Humanas,CCSH,Departamento Didático,Formal
