COD_ESTRUTURADO,NOME_UNIDADE,NOME_CENTRO,SIGLA_CENTRO,TIPO_UNIDADE,SITUACAO
05.29.00.00.0.0,Laboratório Metodologia Ensino,Centro de Educação,CE,Órgãos de Apoio,Informal
05.34.00.00.0.0,Núcleo de Desenvolvimento Infantil,Centro de Educação,CE,Órgãos de Apoio,Informal
05.31.00.00.0.0,Núcleo Ens. Pesq. Ext. Educ. Especial,Centro de Educação,CE,Órgãos de Apoio,Informal
93.01.08.02.0.0,Comissões,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.04.00.0.0,Comunicacao,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.05.00.0.0,Ouvidoria,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
10.04.00.02.0.0,Gabinete de Projetos do HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Formal
93.01.08.01.0.0,Secretaria,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.02.00.0.0,Setor de Gestão de Processos e Tecnologia da Informação,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.07.02.1.0,Setor de Urgência e Emergência,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.03.00.0.0,Setor Jurídico,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.09.02.1.0,Unidade de Almoxarifado e Produtos de Saúde,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.07.01.0.0,Unidade de Apoio Assistêncial,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.08.00.0.0,Unidade de Apoio Corporativo,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.01.01.0.0,Unidade de E-Saúde,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
93.01.06.00.0.0,Unidade de Planejamento,Hospital Universitário de Santa Maria - HUSM,HUSM,Órgãos de Apoio,Informal
08.15.00.00.0.0,Setor de Apoio Pedagógico do CAL,Centro de Artes e Letras,CAL,Subunidade Acadêmica,Formal
26.04.27.00.0.0,Coordenação do Ensino Médio - Politécnico,Colégio Politécnico,POLI,Subunidade Acadêmica,Formal
26.04.32.41.0.0,Curso Pg e em Desenvolvimento de Aplicativos para Dispositivos Móveis-EAD-UAB,Colégio Politécnico,POLI,Subunidade Acadêmica,Informal
26.04.32.00.0.0,Núcleo de Educação a Distância - Politécnico,Colégio Politécnico,POLI,Subunidade Acadêmica,Informal
02.13.00.00.0.0,Biblioteca Setorial do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.16.00.00.0.0,Ciência Viva,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.07.00.00.0.0,Núcleo de Infraestrutura do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.06.02.00.0.0,Secretaria Integrada dos Cursos de Graduação das Ciências Exatas,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.07.03.00.0.0,Subdivisão de Gestão de Laboratórios do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.07.01.00.0.0,Subdivisão de Patrimônio do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
02.07.02.00.0.0,Subdivisão de Tecnologia da Informação do CCNE,Centro de Ciências Naturais e Exatas,CCNE,Subunidade Administrativa,Formal
04.16.00.00.0.0,Clínica de Fonoaudiologia,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
04.18.00.00.0.0,Clínica de Terapia Ocupacional,Centro de Ciências da Saúde,CCS,Subunidade Administrativa,Formal
06.19.00.00.0.0,Assistência Judiciária,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.02.00.0.0,Secretaria Integrada dos Cursos de Graduação do CCSH II,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.14.02.01.0.0,Subdivisão de Estágios do CCSH II,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
06.15.02.00.0.0,Subdivisão de Tecnologia da Informação do CCSH,Centro de Ciências Sociais e Humanas,CCSH,Subunidade Administrativa,Formal
33.38.00.00.0.0,Núcleo de Assistência Estudantil/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
10.02.03.00.0.0,Coordenação Clínica Pediátrica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.06.00.0.0,Coordenação de Apoio Operacional-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.04.00.0.0,Coordenação de Manutenção-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.02.00.0.0,Coordenação de Material-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.01.00.0.0,Coordenação de Recursos Humanos-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.05.00.0.0,Coordenação de Serviços Gerais-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.03.00.0.0,Coordenação Enfermagem Clínica Médica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.05.00.0.0,Coordenação Enfermagem em Ambulatório-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.06.00.0.0,Coordenação Enfermagem em Psiquiatria-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.02.00.0.0,Coordenação Enfermagem Materno-Infantil-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.03.00.0.0,Coordenação Financeira-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
09.21.00.00.0.0,Biblioteca Setorial do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
09.06.04.00.0.0,Subdivisão de Comunicação do CEFD,Centro de Educação Física e Desportos,CEFD,Subunidade Administrativa,Formal
07.87.00.00.0.0,Laboratório de Ciências Espaciais,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.86.00.00.0.0,Laboratório de Engenharia e Meio Ambiente,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
07.06.03.00.0.0,Secretaria Integrada dos Cursos de Graduação do CT III,Centro de Tecnologia,CT,Subunidade Administrativa,Formal
10.01.02.00.0.0,Assessoria Planejamento e Relações Públicas-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.04.01.00.0.0,"Comissão de Ensino, Pesquisa e Extensão-HUSM",Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.01.03.00.0.0,Comissão Interna de Prevenção de Acidentes - Cipa,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.04.00.0.0,Coordenação Enfermagem Cirúrgica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.07.00.0.0,Coordenação Administrativa Área Psiquiátrica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.01.00.0.0,Coordenação Clínica Médica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.02.00.0.0,Coordenação Clínica Neuro-Psiquiátrica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.04.0.0,Serviço de Anestesia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.04.04.0.0,Serviço de Clínica Cirúrgica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.02.04.0.0,Serviço de Compras e Recebimento-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.03.01.0.0,Serviço de Contabilidade e Orçamento-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.03.03.0.0,Serviço de Contas-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.05.0.0,Serviço de CTI-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.00.00.0.0,Diretoria Administrativa - HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.00.0.0,Diretoria Clínica - HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.00.00.0.0,Diretoria de Enfermagem-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.04.00.00.0.0,"Diretoria de Ensino, Pesquisa e Extensão-HUSM",Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.12.0.0,Laboratório de Análises Clínicas - LAC-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.01.0.0,Secretaria Adm. Diretoria Clínica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.00.01.0.0,Secretaria da Diretoria Administrativa-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.04.00.01.0.0,"Secretaria Direção Ensino, Pesq. e Extensão-HUSM",Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.00.02.0.0,Secretaria Diretoria de Enfermagem-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.13.0.0,Secretaria do LAC-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.03.04.0.0,Serviço de Nefrologia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.00.03.0.0,Serviço Administrativo em Educ. Continuada-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.06.03.0.0,Serviço Ambulatorial Coord. Enf. Psiquiatria-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.06.01.0.0,Serviço Arquivo Médico e Estatística - Same/HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.04.03.0.0,Serviço Centro de Material e Esterilização-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.05.01.0.0,"Serviço Comunicação, Transporte e Vigilância-HUSM",Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.02.01.0.0,Serviço de Almoxarifado-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.03.02.0.0,Serviço Internação Clínica Médica II-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.02.02.0.0,Serviço de Farmácia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.06.0.0,Serviço de Fisioterapia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.03.05.0.0,Serviço de Hemato-Oncologia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.07.0.0,Serviço de Hemoterapia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.01.01.00.0.0,Serviço de Informática-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.00.02.0.0,Serviço de Limpeza-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.03.0.0,Serviço de Obstetrícia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.02.0.0,Serviço de Patologia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.02.05.0.0,Serviço de Patrimônio-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.02.04.0.0,Serviço de Pediatria-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.10.0.0,Serviço de Radiologia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.08.0.0,Serviço de Radioterapia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.01.01.0.0,Serviço de Relações no Trabalho-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.05.02.0.0,Serviço de Rouparia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.11.0.0,Serviço de Traçados Gráficos-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.04.02.0.0,Serviço do Centro Cirúrgico-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.02.02.0.0,Serviço do Centro Obstétrico-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.05.02.0.0,Serviço Enfermagem Ambulatorial Ala I-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.05.03.0.0,Serviço Enfermagem Ambulatorial Ala II-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.05.01.0.0,Serviço Enfermagem Pronto Atendimento-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.02.01.0.0,Serviço Enfermagem Tocoginecológica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.03.01.0.0,Serviço Internação Clínica Médica I-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.06.02.0.0,Serviço Internação Unidade Paulo Guedes-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.04.01.0.0,Serviço Manutenção Equipamentos Instalações-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.05.04.0.0,Serviço Nutrição e Dietética-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.06.01.0.0,Serviço Recuperação Dependentes Químicos-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.04.01.0.0,Serviço Recuperação Pós-Anestésica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.02.03.0.0,Serviço Trat. Intensivo Recém-Nascido-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.03.03.0.0,Serviço Tratamento Intensivo Adultos-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.02.05.0.0,Serviço Tratamento Intensivo Pediátrico-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.02.00.09.0.0,Serviços Médicos do Pronto Atendimento-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.06.03.0.0,Setor Administrativo Área Ambulatorial-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.02.03.0.0,Setor Almoxarifado da Farmácia-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.06.05.0.0,Setor de Análise de Prontuários-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.05.03.0.0,Setor de Costura-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.06.02.0.0,Setor de Documentação Técnica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.01.02.0.0,Setor de Expediente-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.06.04.0.0,Setor de Secretarias de Unidade-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.03.02.0.0,Setor de Tesouraria-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.03.04.02.0.0,Setor Manutenção Área Física-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
10.05.00.01.0.0,Vice-Diretoria de Enfermagem-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Formal
01.01.33.00.0.0,Assistente - GR (Secretaria),Reitoria,REITORIA,Subunidade Administrativa,Formal
01.05.01.00.0.0,Coordenadoria Administrativa - PRA,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.06.00.0.0,Coordenadoria de Cultura e Arte,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.10.00.0.0,Coordenadoria de Desenvolvimento de Ensino,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.07.07.02.0.0,Espaço Multidisciplinar Silveira Martins,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.29.01.00.0.0,Núcleo de Licenciamento Ambiental e Saneamento,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.01.03.0.0,Núcleo de Transporte,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.75.00.01.0.0,Secretaria Apoio Administrativo - CCOMSOC,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.33.00.01.0.0,Secretaria de Apoio Administrativo - CPAC,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.35.02.00.0.0,Seção de Nutrição-Centro - RU,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.29.03.00.0.0,Setor de Acompanhamento Administrativo e Orçamentário,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.02.01.0.0,Setor de Construção Civil,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.29.02.00.0.0,Setor de Resíduos e Produtos Químicos,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.11.02.05.0.0,Setor de Urbanismo e Paisagismo,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.63.00.04.0.0,Setor Tipografia e Acabamento,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.14.04.0.0,Subdivisão de Educação Saúde,Reitoria,REITORIA,Subunidade Administrativa,Formal
26.05.01.01.0.0,Apicultura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.02.0.0,Avicultura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.03.0.0,Bovinocultura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.13.0.0,Compostagem,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.04.0.0,Culturas Regionais,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.05.0.0,Cunicultura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.00.00.0.0,Departamento de Infraestrutura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
01.04.02.00.0.0,Coordenadoria de Diplomacia Universitária,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.25.00.0.0,Coordenadoria de Pesquisa,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.09.01.00.0.0,Coordenadoria de Pós-Graduação,Reitoria,REITORIA,Subunidade Administrativa,Formal
01.08.01.00.0.0,Coordenadoria Planejamento Acadêmico,Reitoria,REITORIA,Subunidade Administrativa,Formal
26.06.00.00.0.0,Departamento de Pesquisa e Extensão - Politécnico,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.12.0.0,Energias Alternativas,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.06.0.0,Floricultura e Paisagismo,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.07.0.0,Fruticultura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.14.0.0,Horticultura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.08.0.0,Jardinagem,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.02.04.0.0,Laboratório de Carnes,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.09.0.0,Mecanização Agrícola,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.10.0.0,Ovinocultura,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.08.00.00.0.0,Secretaria Administrativa - Politécnico,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.04.15.00.1.0,Secretaria dos Cursos Pg,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.04.01.00.1.0,Secretaria dos Cursos Superiores,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.04.27.00.2.0,Secretaria dos Cursos Técnicos e Ensino Médio,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.09.00.00.0.0,Secretaria Executiva,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.02.00.0.0,Setor Agroindustrial,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.01.00.0.0,Setor Agropecuário,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.04.00.08.0.0,Setor de Estágios e Relações Empresariais,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.05.07.00.0.0,Setor de Manutenção,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.04.00.09.0.0,Setor de Registro e Controle Acadêmico,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
26.04.00.01.0.0,Supervisão Escolar,Colégio Politécnico,POLI,Subunidade Administrativa,Formal
25.18.02.00.0.0,Núcleo Pedagógico do CTISM,Colégio Técnico Industrial de Santa Maria,CTISM,Subunidade Administrativa,Formal
25.18.02.01.0.0,Setor de Acompanhamento dos Processos Educacionais do CTISM,Colégio Técnico Industrial de Santa Maria,CTISM,Subunidade Administrativa,Formal
25.17.01.00.0.0,Subdivisão de Biblioteca Setorial do CTISM,Colégio Técnico Industrial de Santa Maria,CTISM,Subunidade Administrativa,Formal
25.21.02.00.0.0,Subdivisão de Projetos do CTISM,Colégio Técnico Industrial de Santa Maria,CTISM,Subunidade Administrativa,Formal
29.04.00.00.0.0,"Departamento de Ensino, Pesquisa e Extensão - UEIIA",Unidade de Educação Infantil Ipê Amarelo,UEIIA,Subunidade Administrativa,Formal
29.03.01.00.0.0,Secretaria Escolar - UEIIA,Unidade de Educação Infantil Ipê Amarelo,UEIIA,Subunidade Administrativa,Formal
31.08.00.00.0.0,Coordenadoria Administrativa do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.11.03.00.0.0,Divisão de Apoio Pedagógico do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.11.02.00.0.0,"Núcleo de Ensino, Pesquisa e Extensão do Campus/CS",Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.12.00.00.0.0,Núcleo de Inovação e Empreendedorismo do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
31.11.01.00.0.0,Secretaria Unificada dos Cursos de Graduação do Campus/CS,Campus da UFSM em Cachoeira do Sul,CS,Subunidade Administrativa,Formal
32.32.03.00.0.0,Comissão de Gestão Ambiental/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.32.04.00.0.0,Comissão de Infraestrutura e Patrimônio/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
32.34.00.00.0.0,Coordenadoria Acadêmica/PM,Campus da UFSM em Palmeira Das Missões,PM,Subunidade Administrativa,Formal
33.06.03.00.0.0,Divisão de Apoio Pedagógico/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
03.34.00.00.0.0,Departamento de Engenharia Rural,Centro de Ciências Rurais,CCR,Departamento Didático,Formal
33.06.04.00.0.0,Subdivisão de Gestão de Laboratórios/FW,Campus da UFSM em Frederico Westphalen,FW,Subunidade Administrativa,Formal
05.36.00.03.0.0,Núcleo Apoio Estudante - Ânima,Centro de Educação,CE,Subunidade Administrativa,Informal
05.36.00.02.0.0,Núcleo de Ensino de Ciências - Nec,Centro de Educação,CE,Subunidade Administrativa,Informal
10.02.04.00.0.0,Coordenação Clínica Cirúrgica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
10.02.05.00.0.0,Coordenação Clínica Tocoginecológica-HUSM,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
01.90.00.00.0.0,Aposentados e Pensionistas,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.06.00.09.0.0,Assessoria em Processos Administrativos Disciplinares,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.98.00.00.0.0,Baixa,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.99.00.00.0.0,Bens em Disponibilidade,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.52.00.00.0.0,Casa do Estudante Campus,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.79.03.00.0.0,Coordenação Geral - Silveira Martins,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.06.00.05.0.0,Coordenadoria de Moradia Estudantil,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.53.00.01.0.0,Labinfo Ceu I,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.37.00.01.0.0,Labinfo União,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.18.03.03.0.0,Material Licitado Não Estocado,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.06.00.05.0.2,Patrimônio e Manutenção da Moradia Estudantil,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.26.30.00.0.0,PROGEP Estudo,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.35.05.00.0.0,Restaurante Universitário 2,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.37.00.00.0.0,União Universitária,Reitoria,REITORIA,Subunidade Administrativa,Informal
01.06.00.05.0.1,Vagas e Acompanhamento da Moradia Estudantil,Reitoria,REITORIA,Subunidade Administrativa,Informal
26.05.02.05.0.0,Laboratório de Frutas,Colégio Politécnico,POLI,Subunidade Administrativa,Informal
26.05.02.06.0.0,Laboratório de Leite e Derivados,Colégio Politécnico,POLI,Subunidade Administrativa,Informal
26.05.02.07.0.0,Laboratório de Panificação,Colégio Politécnico,POLI,Subunidade Administrativa,Informal
93.01.09.03.0.0,Divisão Administrativa Financeira,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.05.0.0,Divisão de Apoio Diagnóstico e Terapêutica,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
93.01.07.04.0.0,Divisão de Enfermagem,Hospital Universitário de Santa Maria - HUSM,HUSM,Subunidade Administrativa,Informal
